asset_id,timestamp,temperature,humidity,precipitation,wind_speed,wind_gust,pressure,cloud_cover,weather_code
TR-2055,2025-05-21T04:00:00,38.2,31.4,4.3,5.7,10.2,1016.0,47.2,0
TR-2055,2025-05-21T05:00:00,29.4,40.8,7.9,13.8,20.6,1006.6,58.6,0
TR-2055,2025-05-21T06:00:00,28.9,60.7,0.1,10.4,17.9,1013.0,12.5,0
TR-2055,2025-05-21T07:00:00,29.8,69.7,3.2,3.9,7.7,1006.7,68.3,0
TR-2055,2025-05-21T08:00:00,38.6,38.3,5.8,5.1,7.8,1010.3,51.0,0
TR-2055,2025-05-21T09:00:00,34.5,46.8,7.9,13.5,20.8,1024.0,3.2,0
TR-2055,2025-05-21T10:00:00,38.3,46.0,3.9,10.8,14.0,1008.1,23.8,0
TR-2055,2025-05-21T11:00:00,31.3,37.5,0.2,9.8,14.4,1017.7,28.6,0
TR-2055,2025-05-21T12:00:00,23.2,51.5,2.0,8.8,13.2,1011.9,69.3,0
TR-2055,2025-05-21T13:00:00,33.1,58.7,6.1,9.2,14.8,1019.7,46.5,0
TR-2055,2025-05-21T14:00:00,30.6,49.5,6.8,11.7,14.9,1013.4,14.0,0
TR-2055,2025-05-21T15:00:00,36.7,44.7,5.6,7.7,15.1,1015.5,37.5,0
TR-2055,2025-05-21T16:00:00,27.2,56.1,2.6,10.4,13.5,1014.1,43.5,0
TR-2055,2025-05-21T17:00:00,25.1,36.2,4.8,10.7,16.0,1005.7,24.8,0
TR-2055,2025-05-21T18:00:00,39.8,71.3,6.9,6.3,8.4,1015.3,2.4,0
TR-2055,2025-05-21T19:00:00,31.7,71.8,2.6,10.4,13.3,1019.8,62.6,0
TR-2055,2025-05-21T20:00:00,25.6,64.6,6.8,4.7,9.0,1010.9,69.5,0
TR-2055,2025-05-21T21:00:00,35.4,72.5,7.0,9.8,17.1,1007.7,35.1,0
TR-2055,2025-05-21T22:00:00,49.3,92.5,55.2,23.2,34.7,997.0,77.0,1
TR-2055,2025-05-21T23:00:00,28.6,42.9,0.2,12.0,17.4,1019.4,22.8,0
TR-2055,2025-05-22T00:00:00,42.6,77.3,37.4,24.5,34.1,990.8,97.9,1
TR-2055,2025-05-22T01:00:00,38.5,40.6,5.2,6.6,10.7,1017.1,54.8,0
TR-2055,2025-05-22T02:00:00,28.6,49.8,4.9,3.8,8.6,1007.7,3.8,0
TR-2055,2025-05-22T03:00:00,25.2,56.4,2.9,5.4,10.0,1019.4,52.5,0
TR-2055,2025-05-22T04:00:00,37.0,52.0,1.4,7.4,13.5,1021.3,67.5,0
TR-2055,2025-05-22T05:00:00,43.4,82.6,49.2,27.6,38.3,1002.0,98.6,1
TR-2055,2025-05-22T06:00:00,40.1,88.5,54.5,33.6,39.5,998.5,95.0,1
TR-2055,2025-05-22T07:00:00,34.7,64.2,0.3,7.6,12.0,1012.4,62.7,0
TR-2055,2025-05-22T08:00:00,25.7,61.9,0.6,12.6,20.4,1019.3,4.7,0
TR-2055,2025-05-22T09:00:00,36.6,55.8,3.3,2.4,9.9,1016.9,56.3,0
TR-2055,2025-05-22T10:00:00,38.8,61.6,0.8,5.6,8.4,1018.8,50.6,0
TR-2055,2025-05-22T11:00:00,36.8,34.8,6.1,9.1,14.8,1007.8,63.6,0
TR-2055,2025-05-22T12:00:00,31.6,57.8,6.7,3.8,11.2,1013.3,58.1,0
TR-2055,2025-05-22T13:00:00,27.5,66.4,6.2,9.3,12.0,1008.4,52.4,0
TR-2055,2025-05-22T14:00:00,30.9,38.4,3.8,8.8,11.8,1012.3,41.3,0
TR-2055,2025-05-22T15:00:00,35.0,37.9,6.5,14.6,21.8,1011.3,47.6,0
TR-2055,2025-05-22T16:00:00,28.2,65.8,1.2,1.9,4.2,1007.2,32.9,0
TR-2055,2025-05-22T17:00:00,36.6,33.2,7.0,10.9,14.1,1016.1,11.0,0
TR-2055,2025-05-22T18:00:00,38.3,33.7,4.8,2.2,7.5,1023.5,21.9,0
TR-2055,2025-05-22T19:00:00,34.4,64.0,1.5,14.3,20.8,1016.2,62.8,0
TR-2055,2025-05-22T20:00:00,39.0,57.0,5.4,13.0,15.1,1005.2,20.5,0
TR-2055,2025-05-22T21:00:00,39.0,58.4,7.4,1.7,5.4,1019.3,29.2,0
TR-2055,2025-05-22T22:00:00,34.6,72.6,6.4,6.2,12.4,1007.1,51.1,0
TR-2055,2025-05-22T23:00:00,37.8,34.2,6.1,11.2,17.9,1012.3,39.3,0
TR-2055,2025-05-23T00:00:00,35.9,65.2,3.6,5.8,11.9,1005.6,43.1,0
TR-2055,2025-05-23T01:00:00,38.4,65.1,3.4,11.4,13.5,1024.3,55.7,0
TR-2055,2025-05-23T02:00:00,37.3,60.5,7.8,7.2,12.7,1022.5,64.4,0
TR-2055,2025-05-23T03:00:00,32.8,63.9,3.2,13.7,19.3,1009.2,38.4,0
TR-2055,2025-05-23T04:00:00,26.6,72.4,7.4,1.1,5.8,1014.8,63.2,0
TR-2055,2025-05-23T05:00:00,32.8,73.9,4.9,8.0,11.4,1023.8,27.5,0
TR-2055,2025-05-23T06:00:00,31.9,37.2,7.9,10.6,13.6,1015.4,2.2,0
TR-2055,2025-05-23T07:00:00,25.9,66.9,2.5,1.8,8.9,1022.8,43.5,0
TR-2055,2025-05-23T08:00:00,38.6,53.6,0.8,4.5,6.8,1005.4,19.1,0
TR-2055,2025-05-23T09:00:00,28.9,57.8,1.5,12.4,14.8,1016.9,44.6,0
TR-2055,2025-05-23T10:00:00,25.7,63.4,7.6,2.2,9.4,1011.4,47.4,0
TR-2055,2025-05-23T11:00:00,41.4,74.1,36.2,23.9,29.7,1004.9,95.0,1
TR-2055,2025-05-23T12:00:00,27.5,42.6,4.0,8.4,10.8,1020.5,43.1,0
TR-2055,2025-05-23T13:00:00,38.7,57.1,2.8,5.7,11.0,1006.4,3.9,0
TR-2055,2025-05-23T14:00:00,30.0,68.0,2.0,10.8,13.4,1018.1,1.7,0
TR-2055,2025-05-23T15:00:00,29.5,69.0,6.7,4.5,8.6,1021.5,0.1,0
TR-2055,2025-05-23T16:00:00,29.9,52.0,3.9,2.6,9.7,1021.1,12.6,0
TR-2055,2025-05-23T17:00:00,38.1,38.4,0.8,4.3,11.2,1013.4,43.8,0
TR-2055,2025-05-23T18:00:00,34.1,32.1,2.9,9.5,14.1,1013.1,20.4,0
TR-2055,2025-05-23T19:00:00,25.3,36.4,2.9,4.0,6.7,1014.8,60.3,0
TR-2055,2025-05-23T20:00:00,39.7,68.0,7.7,10.6,17.8,1019.6,26.2,0
TR-2055,2025-05-23T21:00:00,28.9,52.5,2.2,1.7,7.4,1018.1,15.5,0
TR-2055,2025-05-23T22:00:00,22.1,50.0,7.6,8.7,15.8,1024.3,68.3,0
TR-2055,2025-05-23T23:00:00,29.6,66.0,3.9,7.3,13.1,1006.6,6.4,0
TR-2055,2025-05-24T00:00:00,38.6,32.0,2.9,9.9,13.8,1009.8,47.2,0
TR-2055,2025-05-24T01:00:00,33.3,73.9,5.6,7.1,10.6,1014.5,66.9,0
TR-2055,2025-05-24T02:00:00,28.4,54.4,5.5,14.1,21.4,1018.1,43.8,0
TR-2055,2025-05-24T03:00:00,33.7,73.3,0.5,10.8,17.1,1016.0,21.7,0
TR-2055,2025-05-24T04:00:00,43.6,75.2,45.5,34.4,41.5,993.0,79.3,1
TR-2055,2025-05-24T05:00:00,48.8,76.2,34.1,29.6,43.6,1003.5,85.4,1
TR-2055,2025-05-24T06:00:00,26.4,32.3,6.6,5.5,10.0,1015.2,18.4,0
TR-2055,2025-05-24T07:00:00,26.6,40.4,6.5,12.4,15.8,1010.3,39.9,0
TR-2055,2025-05-24T08:00:00,32.8,38.2,1.0,9.8,13.3,1016.8,16.2,0
TR-2055,2025-05-24T09:00:00,31.4,38.5,5.6,8.9,11.6,1014.7,37.6,0
TR-2055,2025-05-24T10:00:00,24.5,43.5,1.1,9.4,11.9,1016.2,2.4,0
TR-2055,2025-05-24T11:00:00,32.5,52.4,4.1,11.2,15.5,1020.4,7.8,0
TR-2055,2025-05-24T12:00:00,33.9,51.5,6.1,9.1,15.7,1020.7,26.4,0
TR-2055,2025-05-24T13:00:00,26.8,73.3,0.2,3.3,7.5,1015.9,20.9,0
TR-2055,2025-05-24T14:00:00,27.3,56.2,6.8,11.3,13.8,1021.0,46.1,0
TR-2055,2025-05-24T15:00:00,39.1,60.8,6.8,12.8,16.6,1008.3,15.4,0
TR-2055,2025-05-24T16:00:00,38.0,40.3,5.7,10.9,13.9,1008.3,65.5,0
TR-2055,2025-05-24T17:00:00,37.1,47.4,1.3,10.5,14.4,1015.6,24.4,0
TR-2055,2025-05-24T18:00:00,24.9,58.0,1.5,2.5,7.9,1017.3,0.1,0
TR-2055,2025-05-24T19:00:00,28.7,53.2,6.3,7.4,13.2,1008.3,46.0,0
TR-2055,2025-05-24T20:00:00,38.9,45.3,3.4,11.6,13.7,1022.7,30.6,0
TR-2055,2025-05-24T21:00:00,34.1,34.3,1.3,11.0,15.2,1009.6,7.4,0
TR-2055,2025-05-24T22:00:00,25.7,66.0,5.7,2.9,5.7,1017.1,28.5,0
TR-2055,2025-05-24T23:00:00,22.3,55.4,7.6,10.1,17.7,1014.3,18.7,0
TR-2055,2025-05-25T00:00:00,28.3,37.9,1.3,3.7,8.6,1015.1,23.4,0
TR-2055,2025-05-25T01:00:00,46.7,82.0,39.2,31.9,46.0,997.8,85.7,1
TR-2055,2025-05-25T02:00:00,31.0,72.6,0.3,3.0,10.7,1006.5,28.3,0
TR-2055,2025-05-25T03:00:00,29.9,36.3,0.5,3.8,7.2,1020.8,68.0,0
TR-2055,2025-05-25T04:00:00,34.5,44.0,6.6,8.1,10.6,1019.9,46.9,0
TR-2055,2025-05-25T05:00:00,22.2,54.1,4.3,12.4,16.9,1007.7,6.1,0
TR-2055,2025-05-25T06:00:00,35.8,31.9,7.7,11.3,16.5,1022.8,25.5,0
TR-2055,2025-05-25T07:00:00,32.9,57.5,1.6,2.0,7.7,1007.7,25.9,0
TR-2055,2025-05-25T08:00:00,38.0,74.1,6.7,10.2,15.7,1014.8,55.1,0
TR-2055,2025-05-25T09:00:00,34.3,49.6,1.3,9.3,13.9,1018.9,39.9,0
TR-2055,2025-05-25T10:00:00,38.8,50.0,7.8,11.1,17.2,1015.5,47.6,0
TR-2055,2025-05-25T11:00:00,32.6,41.8,3.6,10.8,18.0,1024.3,64.5,0
TR-2055,2025-05-25T12:00:00,25.2,72.7,4.4,9.9,16.6,1015.1,69.6,0
TR-2055,2025-05-25T13:00:00,23.9,52.9,2.2,4.8,7.8,1008.4,15.8,0
TR-2055,2025-05-25T14:00:00,31.4,46.8,2.8,7.1,10.0,1019.6,69.1,0
TR-2055,2025-05-25T15:00:00,29.7,70.6,1.9,5.7,7.7,1008.2,10.4,0
TR-2055,2025-05-25T16:00:00,49.7,81.1,45.1,25.9,38.6,1004.9,81.7,1
TR-2055,2025-05-25T17:00:00,30.5,49.5,5.8,3.6,7.3,1021.8,56.9,0
TR-2055,2025-05-25T18:00:00,27.6,63.1,0.6,11.1,16.2,1012.2,54.2,0
TR-2055,2025-05-25T19:00:00,24.6,49.4,3.7,1.1,4.3,1018.6,67.6,0
TR-2055,2025-05-25T20:00:00,28.5,46.3,3.7,6.6,9.0,1020.8,17.4,0
TR-2055,2025-05-25T21:00:00,27.0,61.5,3.4,3.5,11.2,1011.1,66.7,0
TR-2055,2025-05-25T22:00:00,27.3,35.6,2.7,14.6,21.9,1008.4,59.6,0
TR-2055,2025-05-25T23:00:00,32.3,45.2,7.7,3.0,5.7,1022.9,40.2,0
TR-2055,2025-05-26T00:00:00,35.8,59.0,7.4,14.1,17.7,1013.9,3.5,0
TR-2055,2025-05-26T01:00:00,22.7,65.7,3.6,12.7,19.4,1012.6,12.9,0
TR-2055,2025-05-26T02:00:00,31.0,71.6,6.5,1.1,3.6,1024.5,28.3,0
TR-2055,2025-05-26T03:00:00,33.5,48.3,2.4,4.6,8.5,1011.4,20.5,0
TR-2055,2025-05-26T04:00:00,27.1,40.1,7.7,5.1,9.2,1013.5,43.1,0
TR-2055,2025-05-26T05:00:00,31.9,47.6,2.5,2.4,9.6,1005.9,44.9,0
TR-2055,2025-05-26T06:00:00,23.6,54.8,4.1,13.8,20.8,1015.6,46.6,0
TR-2055,2025-05-26T07:00:00,34.9,66.4,4.5,2.7,6.9,1018.0,38.4,0
TR-2055,2025-05-26T08:00:00,39.0,67.0,2.6,3.4,6.6,1023.6,23.0,0
TR-2055,2025-05-26T09:00:00,44.5,86.9,42.8,21.0,34.8,1004.9,77.9,1
TR-2055,2025-05-26T10:00:00,35.7,33.6,6.2,13.2,15.6,1013.6,25.8,0
TR-2055,2025-05-26T11:00:00,30.7,60.7,6.9,4.2,9.4,1021.0,38.8,0
TR-2055,2025-05-26T12:00:00,32.1,44.0,1.2,13.1,15.9,1025.0,25.5,0
TR-2055,2025-05-26T13:00:00,23.2,55.3,5.6,13.9,20.4,1015.4,53.5,0
TR-2055,2025-05-26T14:00:00,23.0,34.5,4.3,1.0,7.7,1008.7,10.8,0
TR-2055,2025-05-26T15:00:00,44.4,70.0,43.3,23.4,36.3,991.3,79.2,1
TR-2055,2025-05-26T16:00:00,35.4,41.3,4.2,12.5,18.7,1018.0,37.7,0
TR-2055,2025-05-26T17:00:00,33.7,70.3,5.0,8.1,12.7,1006.3,27.8,0
TR-2055,2025-05-26T18:00:00,36.3,48.0,5.1,12.5,19.2,1020.6,20.5,0
TR-2055,2025-05-26T19:00:00,23.6,56.9,4.6,12.3,17.0,1022.7,66.3,0
TR-2055,2025-05-26T20:00:00,25.7,65.3,6.8,10.1,15.2,1005.8,12.6,0
TR-2055,2025-05-26T21:00:00,29.4,36.1,1.3,10.4,16.2,1023.8,42.9,0
TR-2055,2025-05-26T22:00:00,28.6,51.1,1.7,1.7,4.3,1005.5,34.1,0
TR-2055,2025-05-26T23:00:00,31.0,69.9,2.6,7.3,14.7,1021.5,12.2,0
TR-2055,2025-05-27T00:00:00,25.6,59.0,6.8,7.5,9.5,1018.7,22.4,0
TR-2055,2025-05-27T01:00:00,28.2,51.4,1.5,10.5,18.4,1008.9,0.3,0
TR-2055,2025-05-27T02:00:00,30.0,72.8,7.7,8.5,12.7,1023.8,48.7,0
TR-2055,2025-05-27T03:00:00,30.6,62.6,0.1,7.7,14.3,1008.1,29.3,0
TR-2055,2025-05-27T04:00:00,35.9,64.5,5.8,4.2,11.1,1007.6,6.7,0
TR-2055,2025-05-27T05:00:00,22.7,37.6,1.8,4.9,7.1,1020.8,30.5,0
TR-2055,2025-05-27T06:00:00,37.3,61.4,1.4,6.2,12.0,1021.4,7.6,0
TR-2055,2025-05-27T07:00:00,39.2,32.2,6.1,11.9,14.8,1011.6,57.5,0
TR-2055,2025-05-27T08:00:00,34.0,37.4,4.3,7.9,12.5,1017.7,40.9,0
TR-2055,2025-05-27T09:00:00,35.0,49.8,4.2,13.4,16.0,1020.8,8.0,0
TR-2055,2025-05-27T10:00:00,28.7,57.7,2.3,5.2,11.1,1016.7,52.5,0
TR-2055,2025-05-27T11:00:00,24.6,54.6,0.4,6.3,11.7,1024.1,30.0,0
TR-2055,2025-05-27T12:00:00,36.2,71.0,4.3,2.9,10.3,1011.9,18.8,0
TR-2055,2025-05-27T13:00:00,31.4,34.3,5.6,7.6,14.4,1011.8,36.7,0
TR-2055,2025-05-27T14:00:00,36.7,34.5,3.0,8.3,11.3,1010.3,69.6,0
TR-2055,2025-05-27T15:00:00,32.5,33.0,2.2,14.2,19.3,1008.1,22.9,0
TR-2055,2025-05-27T16:00:00,26.6,74.2,2.1,4.4,6.5,1014.0,8.4,0
TR-2055,2025-05-27T17:00:00,23.2,71.1,5.8,11.7,16.4,1006.0,32.2,0
TR-2055,2025-05-27T18:00:00,24.3,47.6,4.5,3.8,11.4,1012.3,57.4,0
TR-2055,2025-05-27T19:00:00,26.0,47.9,4.1,5.7,12.7,1008.4,5.3,0
TR-2055,2025-05-27T20:00:00,26.1,47.2,4.4,13.7,18.1,1008.7,19.0,0
TR-2055,2025-05-27T21:00:00,25.5,42.3,2.3,10.8,13.3,1024.6,40.7,0
TR-2055,2025-05-27T22:00:00,34.2,70.1,1.7,10.9,14.8,1024.6,58.2,0
TR-2055,2025-05-27T23:00:00,28.3,44.5,1.9,14.2,20.5,1010.3,47.7,0
TR-2055,2025-05-28T00:00:00,38.5,48.4,3.5,4.7,10.8,1017.0,10.0,0
TR-2055,2025-05-28T01:00:00,25.5,35.8,2.5,4.6,7.8,1023.9,68.0,0
TR-2055,2025-05-28T02:00:00,29.0,37.1,7.1,1.4,8.8,1020.9,14.4,0
TR-2055,2025-05-28T03:00:00,28.3,68.8,3.9,11.0,17.5,1017.3,63.3,0
TR-2055,2025-05-28T04:00:00,31.3,59.7,7.3,5.4,7.8,1021.7,9.4,0
TR-2055,2025-05-28T05:00:00,43.0,80.6,54.3,32.9,44.6,1003.2,91.5,1
TR-2055,2025-05-28T06:00:00,37.3,43.4,7.7,7.7,10.5,1009.3,69.7,0
TR-2055,2025-05-28T07:00:00,31.6,73.0,4.1,9.6,12.5,1011.2,9.7,0
TR-2055,2025-05-28T08:00:00,29.1,41.3,0.2,6.6,13.8,1006.7,68.0,0
TR-2055,2025-05-28T09:00:00,34.6,71.7,2.7,10.4,17.2,1024.8,19.8,0
TR-2055,2025-05-28T10:00:00,23.6,36.4,0.3,6.8,12.5,1014.8,32.5,0
TR-2055,2025-05-28T11:00:00,34.7,49.1,0.3,13.1,15.3,1019.2,39.0,0
TR-2055,2025-05-28T12:00:00,39.9,54.3,3.7,2.2,9.4,1019.1,33.0,0
TR-2055,2025-05-28T13:00:00,26.6,36.7,4.0,13.5,18.1,1005.2,23.5,0
TR-2055,2025-05-28T14:00:00,30.3,49.4,7.7,11.6,19.6,1005.1,27.8,0
TR-2055,2025-05-28T15:00:00,36.9,68.0,7.9,4.9,8.0,1014.1,32.3,0
TR-2055,2025-05-28T16:00:00,24.9,73.5,2.3,9.8,15.5,1018.4,41.5,0
TR-2055,2025-05-28T17:00:00,23.2,71.0,4.6,12.5,20.3,1014.9,15.1,0
TR-2055,2025-05-28T18:00:00,29.2,64.8,7.4,12.0,17.9,1014.2,65.2,0
TR-2055,2025-05-28T19:00:00,29.4,38.2,6.3,14.4,19.0,1015.2,19.9,0
TR-2055,2025-05-28T20:00:00,36.8,64.1,0.5,6.8,9.9,1017.1,21.4,0
TR-2055,2025-05-28T21:00:00,29.6,61.5,5.6,2.9,8.6,1023.6,11.0,0
TR-2055,2025-05-28T22:00:00,37.3,64.0,7.0,11.2,18.7,1016.2,64.6,0
TR-2055,2025-05-28T23:00:00,25.9,54.8,3.3,8.3,11.9,1023.6,37.8,0
TR-2055,2025-05-29T00:00:00,22.5,33.3,4.0,8.6,13.7,1013.2,1.1,0
TR-2055,2025-05-29T01:00:00,34.1,54.2,2.0,5.4,10.2,1011.0,57.1,0
TR-2055,2025-05-29T02:00:00,35.0,48.1,3.9,2.2,5.2,1022.5,45.9,0
TR-2055,2025-05-29T03:00:00,34.9,54.2,1.2,10.1,16.2,1021.9,50.5,0
TR-2055,2025-05-29T04:00:00,31.1,43.9,2.1,8.1,16.0,1016.9,3.9,0
TR-2055,2025-05-29T05:00:00,36.1,34.4,1.1,4.4,9.9,1017.0,7.9,0
TR-2055,2025-05-29T06:00:00,31.1,37.3,6.2,5.9,11.2,1006.9,4.1,0
TR-2055,2025-05-29T07:00:00,27.9,38.8,7.6,11.0,17.1,1024.1,34.8,0
TR-2055,2025-05-29T08:00:00,33.1,67.6,5.1,8.4,13.5,1018.8,20.9,0
TR-2055,2025-05-29T09:00:00,33.9,38.6,1.7,14.0,16.7,1020.9,67.0,0
TR-2055,2025-05-29T10:00:00,33.7,46.4,4.8,6.8,9.0,1009.4,3.6,0
TR-2055,2025-05-29T11:00:00,35.5,61.2,2.0,3.5,8.1,1009.0,35.0,0
TR-2055,2025-05-29T12:00:00,25.5,65.2,6.9,7.7,15.6,1011.3,51.5,0
TR-2055,2025-05-29T13:00:00,33.0,63.9,0.5,6.5,13.0,1011.7,45.4,0
TR-2055,2025-05-29T14:00:00,27.7,39.1,6.4,1.0,5.9,1011.6,64.8,0
TR-2055,2025-05-29T15:00:00,29.6,73.4,6.1,8.1,14.3,1019.7,68.4,0
TR-2055,2025-05-29T16:00:00,32.4,44.4,1.3,13.7,19.7,1007.0,24.3,0
TR-2055,2025-05-29T17:00:00,38.9,71.2,2.6,11.2,18.5,1019.1,4.0,0
TR-2055,2025-05-29T18:00:00,22.2,46.9,5.6,14.5,18.7,1015.8,15.4,0
TR-2055,2025-05-29T19:00:00,32.1,65.7,4.5,10.3,16.5,1016.6,10.0,0
TR-2055,2025-05-29T20:00:00,23.4,74.6,2.8,9.4,13.3,1012.0,23.1,0
TR-2055,2025-05-29T21:00:00,35.4,51.8,3.0,13.9,18.4,1017.2,34.1,0
TR-2055,2025-05-29T22:00:00,35.0,44.6,3.1,8.8,15.3,1023.9,15.7,0
TR-2055,2025-05-29T23:00:00,39.4,58.9,5.0,4.1,9.9,1021.4,21.4,0
TR-2055,2025-05-30T00:00:00,31.5,46.0,0.1,14.3,19.1,1012.0,58.1,0
TR-2055,2025-05-30T01:00:00,36.2,61.3,3.4,11.0,15.2,1007.9,13.7,0
TR-2055,2025-05-30T02:00:00,25.6,69.3,3.9,8.7,13.5,1021.4,46.2,0
TR-2055,2025-05-30T03:00:00,27.7,33.8,6.0,9.6,11.9,1007.3,10.1,0
TR-2055,2025-05-30T04:00:00,22.9,57.8,3.5,3.4,10.7,1010.6,13.0,0
TR-2055,2025-05-30T05:00:00,24.4,51.6,5.1,10.1,17.7,1008.7,37.0,0
TR-2055,2025-05-30T06:00:00,35.4,68.8,6.3,9.4,16.2,1006.6,4.3,0
TR-2055,2025-05-30T07:00:00,31.1,42.4,2.2,12.2,14.5,1007.1,3.2,0
TR-2055,2025-05-30T08:00:00,37.5,47.3,5.9,7.4,10.4,1008.8,60.3,0
TR-2055,2025-05-30T09:00:00,47.3,81.1,55.2,20.1,34.1,1003.2,88.9,1
TR-2055,2025-05-30T10:00:00,28.2,51.7,7.9,14.0,17.4,1012.3,53.5,0
TR-2055,2025-05-30T11:00:00,24.0,72.8,7.8,5.0,11.5,1007.6,38.3,0
TR-2055,2025-05-30T12:00:00,28.0,52.5,0.6,6.4,14.2,1009.9,12.1,0
TR-2055,2025-05-30T13:00:00,29.9,61.0,2.4,3.4,8.8,1005.2,36.1,0
TR-2055,2025-05-30T14:00:00,39.7,50.8,5.4,13.4,17.8,1005.8,58.7,0
TR-2055,2025-05-30T15:00:00,39.7,44.1,1.7,11.4,16.4,1017.4,65.8,0
TR-2055,2025-05-30T16:00:00,33.8,61.7,1.1,2.2,7.3,1016.6,47.5,0
TR-2055,2025-05-30T17:00:00,22.2,54.9,2.4,10.5,13.9,1008.2,23.7,0
TR-2055,2025-05-30T18:00:00,32.9,43.8,2.2,4.2,6.6,1014.0,67.0,0
TR-2055,2025-05-30T19:00:00,32.4,44.5,5.8,12.0,19.8,1023.8,11.5,0
TR-2055,2025-05-30T20:00:00,38.7,41.4,3.3,8.8,12.6,1005.3,17.1,0
TR-2055,2025-05-30T21:00:00,36.1,34.2,4.7,12.8,18.9,1018.7,39.5,0
TR-2055,2025-05-30T22:00:00,28.5,66.0,3.9,8.3,12.2,1022.8,32.8,0
TR-2055,2025-05-30T23:00:00,50.0,91.3,58.5,23.2,38.0,996.9,90.6,1
TR-2055,2025-05-31T00:00:00,24.9,34.8,0.1,3.7,10.7,1017.2,59.4,0
TR-2055,2025-05-31T01:00:00,23.8,72.8,5.7,4.3,9.5,1008.6,33.9,0
TR-2055,2025-05-31T02:00:00,31.1,42.1,3.4,3.4,5.5,1011.6,54.4,0
TR-2055,2025-05-31T03:00:00,33.4,59.5,4.7,10.8,15.5,1024.9,25.4,0
TR-2055,2025-05-31T04:00:00,28.4,54.0,6.0,3.7,6.5,1023.4,39.3,0
TR-2055,2025-05-31T05:00:00,40.3,87.2,49.9,29.3,40.0,1002.6,85.9,1
TR-2055,2025-05-31T06:00:00,25.9,39.8,0.5,10.2,17.2,1007.7,49.7,0
TR-2055,2025-05-31T07:00:00,31.9,51.6,5.8,14.3,21.6,1013.7,49.7,0
TR-2055,2025-05-31T08:00:00,25.6,69.4,0.2,11.4,19.0,1009.6,38.6,0
TR-2055,2025-05-31T09:00:00,22.4,48.1,5.0,4.3,11.2,1015.5,13.2,0
TR-2055,2025-05-31T10:00:00,25.2,63.3,0.8,10.7,13.1,1022.0,3.1,0
TR-2055,2025-05-31T11:00:00,30.7,73.2,2.3,10.0,15.9,1006.1,41.5,0
TR-2055,2025-05-31T12:00:00,22.7,48.4,7.3,6.3,11.4,1005.6,64.5,0
TR-2055,2025-05-31T13:00:00,24.3,65.8,5.6,1.2,6.7,1009.4,28.2,0
TR-2055,2025-05-31T14:00:00,34.9,36.1,4.5,10.6,18.0,1021.7,6.2,0
TR-2055,2025-05-31T15:00:00,27.4,53.3,0.8,7.4,14.8,1009.2,53.8,0
TR-2055,2025-05-31T16:00:00,36.1,47.4,3.0,2.4,8.7,1007.6,13.3,0
TR-2055,2025-05-31T17:00:00,26.9,52.8,1.0,2.5,5.5,1007.0,27.4,0
TR-2055,2025-05-31T18:00:00,24.1,48.6,5.9,8.9,15.5,1013.9,46.9,0
TR-2055,2025-05-31T19:00:00,30.1,61.1,6.0,2.7,7.7,1007.3,27.6,0
TR-2055,2025-05-31T20:00:00,33.0,57.7,0.7,14.9,19.2,1011.2,53.4,0
TR-2055,2025-05-31T21:00:00,24.7,36.0,3.4,5.1,13.1,1011.0,66.6,0
TR-2055,2025-05-31T22:00:00,23.2,49.1,3.8,6.8,12.0,1024.0,47.8,0
TR-2055,2025-05-31T23:00:00,46.0,91.6,39.0,32.4,39.8,999.3,99.1,1
TR-2055,2025-06-01T00:00:00,24.4,67.6,1.0,5.8,10.0,1021.8,55.0,0
TR-2055,2025-06-01T01:00:00,31.6,55.8,3.8,12.3,17.8,1021.7,49.5,0
TR-2055,2025-06-01T02:00:00,33.0,57.9,7.6,11.1,16.0,1006.4,4.6,0
TR-2055,2025-06-01T03:00:00,26.8,42.6,1.1,4.7,12.3,1015.5,14.3,0
TR-2055,2025-06-01T04:00:00,30.1,44.1,6.5,14.1,18.5,1007.3,58.8,0
TR-2055,2025-06-01T05:00:00,37.9,30.6,6.5,2.3,8.0,1011.1,69.1,0
TR-2055,2025-06-01T06:00:00,48.9,79.7,30.4,23.0,36.0,1003.2,98.4,1
TR-2055,2025-06-01T07:00:00,28.1,32.3,3.1,10.9,14.0,1024.4,41.9,0
TR-2055,2025-06-01T08:00:00,32.5,65.3,4.0,10.4,15.6,1013.6,38.1,0
TR-2055,2025-06-01T09:00:00,38.6,68.7,4.9,11.1,15.9,1010.5,14.7,0
TR-2055,2025-06-01T10:00:00,32.5,57.8,1.8,11.3,15.7,1024.1,70.0,0
TR-2055,2025-06-01T11:00:00,24.5,66.1,7.3,6.1,12.8,1022.6,23.1,0
TR-2055,2025-06-01T12:00:00,40.3,91.6,34.9,21.3,28.6,1003.2,89.0,1
TR-2055,2025-06-01T13:00:00,34.2,70.1,2.2,8.9,13.0,1017.1,68.6,0
TR-2055,2025-06-01T14:00:00,22.3,63.7,5.2,13.1,19.1,1011.9,50.3,0
TR-2055,2025-06-01T15:00:00,33.4,43.7,7.9,8.4,16.4,1012.6,1.1,0
TR-2055,2025-06-01T16:00:00,30.2,57.1,2.4,6.0,9.9,1014.0,39.8,0
TR-2055,2025-06-01T17:00:00,27.8,57.5,3.0,10.9,13.5,1022.0,24.9,0
TR-2055,2025-06-01T18:00:00,42.8,94.4,38.9,32.7,46.7,1004.9,82.8,1
