asset_id,timestamp,oil_temperature,load_percentage,vibration,current_unbalance,voltage_deviation,partial_discharge,ambient_temperature,oil_quality,asset_age,capacity_mva,customers_served,criticality,redundancy_level,previous_failures,days_since_maintenance,failure_within_24h,failure_within_72h,degradation_mode
SW-5520,2025-06-12T03:00:00,41.0,46.1,0.83,1.91,1.16,0.096,32.0,98.6,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T04:00:00,41.0,43.1,0.79,1.74,1.1,0.077,31.9,99.8,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T05:00:00,40.7,47.3,1.04,1.23,1.24,0.085,31.5,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T06:00:00,40.8,44.5,0.81,1.31,0.73,0.069,31.7,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T07:00:00,40.1,45.0,0.87,1.05,1.07,0.141,32.4,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T08:00:00,39.4,46.8,0.78,1.61,1.49,0.131,32.5,98.7,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T09:00:00,44.2,49.5,0.54,1.79,1.42,0.094,33.5,98.7,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T10:00:00,41.2,44.8,0.96,1.4,0.99,0.083,32.5,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T11:00:00,43.4,48.9,1.25,1.62,1.29,0.092,31.9,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T12:00:00,43.9,44.4,0.8,1.17,1.07,0.134,33.3,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T13:00:00,45.4,49.6,0.65,1.17,1.15,0.09,33.0,99.1,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T14:00:00,45.7,46.0,0.88,1.35,1.12,0.078,33.8,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T15:00:00,47.3,48.7,0.97,1.26,1.45,0.082,34.1,99.4,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T16:00:00,47.0,50.3,0.91,1.85,1.08,0.106,33.5,99.3,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T17:00:00,49.8,47.6,0.79,1.43,1.1,0.13,33.9,99.1,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T18:00:00,47.1,49.7,0.68,1.6,1.13,0.121,34.3,99.2,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T19:00:00,46.4,46.6,0.72,1.55,1.29,0.08,33.6,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T20:00:00,49.4,48.0,0.87,0.83,1.36,0.108,34.8,99.3,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T21:00:00,46.4,50.8,0.79,1.21,1.26,0.086,34.9,98.8,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T22:00:00,46.3,47.6,0.87,1.49,0.8,0.101,34.1,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-12T23:00:00,47.0,45.1,0.83,1.47,0.93,0.103,33.5,99.4,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T00:00:00,42.8,47.8,0.97,1.74,1.44,0.123,33.5,99.8,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T01:00:00,43.9,44.1,1.07,1.38,0.95,0.062,33.6,99.1,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T02:00:00,43.8,43.0,1.11,2.0,1.28,0.11,33.5,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T03:00:00,41.7,43.1,0.96,1.42,1.25,0.092,31.5,99.9,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T04:00:00,39.4,43.4,1.09,1.07,1.14,0.115,31.4,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T05:00:00,40.4,47.8,0.87,0.52,1.61,0.074,32.0,99.6,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T06:00:00,40.2,47.8,0.85,1.24,1.13,0.09,31.3,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T07:00:00,40.4,45.1,0.98,1.23,1.09,0.097,32.0,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T08:00:00,40.6,47.0,0.92,1.66,1.48,0.134,31.4,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T09:00:00,41.4,46.7,0.88,1.8,1.2,0.093,32.5,99.7,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T10:00:00,41.9,49.5,1.1,1.22,1.26,0.122,33.2,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T11:00:00,42.7,48.3,0.99,1.43,1.22,0.068,32.5,99.9,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T12:00:00,43.9,49.6,1.13,1.25,1.04,0.102,33.0,99.9,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T13:00:00,44.6,51.2,0.95,1.31,1.05,0.07,32.3,98.1,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T14:00:00,46.6,48.6,0.94,1.51,1.14,0.1,33.7,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T15:00:00,46.8,51.3,0.72,1.94,1.42,0.116,33.7,99.2,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T16:00:00,45.2,52.6,0.86,1.67,1.18,0.088,32.9,99.2,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T17:00:00,47.5,51.1,0.83,1.11,1.25,0.107,33.3,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T18:00:00,46.6,48.2,0.9,1.5,1.13,0.127,34.5,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T19:00:00,48.9,49.0,0.71,1.42,1.15,0.087,34.4,99.8,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T20:00:00,50.6,50.2,0.93,1.31,1.31,0.143,33.8,99.3,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T21:00:00,45.5,47.3,0.89,1.36,1.24,0.126,33.6,98.3,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T22:00:00,46.5,47.7,1.02,1.21,1.37,0.122,32.6,98.5,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-13T23:00:00,45.0,47.7,0.94,1.56,1.45,0.102,33.3,99.3,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T00:00:00,42.2,48.3,0.98,1.37,1.15,0.062,32.8,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T01:00:00,39.5,45.2,0.72,0.74,1.24,0.117,33.4,99.8,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T02:00:00,41.5,47.6,0.86,1.81,1.39,0.1,32.1,99.9,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T03:00:00,41.1,45.6,1.33,1.52,1.2,0.117,31.9,99.4,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T04:00:00,39.3,48.5,0.75,0.93,1.09,0.087,32.0,99.2,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T05:00:00,40.1,47.7,1.02,1.16,1.23,0.137,31.6,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T06:00:00,41.0,43.9,1.09,1.96,1.05,0.107,32.4,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T07:00:00,40.7,46.8,0.89,1.36,1.19,0.063,32.3,98.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T08:00:00,40.9,48.9,0.94,1.22,1.12,0.066,31.6,99.3,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T09:00:00,42.1,47.1,1.05,1.49,1.09,0.082,32.0,99.9,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T10:00:00,41.3,45.6,1.3,1.71,0.9,0.12,32.0,99.9,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T11:00:00,40.6,45.6,0.98,1.0,1.27,0.09,33.6,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T12:00:00,45.2,43.6,0.73,1.67,1.24,0.13,33.3,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T13:00:00,45.3,44.9,0.99,1.21,1.09,0.109,33.8,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T14:00:00,48.2,48.7,0.63,1.76,0.88,0.078,33.9,99.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T15:00:00,47.0,51.7,0.91,1.82,1.39,0.105,34.2,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T16:00:00,47.9,52.7,0.92,1.2,0.87,0.106,33.8,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T17:00:00,46.5,51.2,1.13,0.84,1.23,0.09,33.6,99.6,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T18:00:00,48.0,48.8,1.04,1.97,1.03,0.088,34.8,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T19:00:00,47.1,51.7,0.71,1.24,1.23,0.112,33.8,98.4,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T20:00:00,48.1,53.7,0.87,1.48,1.16,0.087,33.8,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T21:00:00,47.3,45.0,0.71,1.35,1.18,0.09,34.5,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T22:00:00,46.0,48.5,0.76,1.46,0.88,0.116,33.6,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-14T23:00:00,47.8,47.5,0.91,1.71,1.11,0.118,33.6,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-15T00:00:00,44.3,51.0,0.65,1.84,1.14,0.099,33.0,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-15T01:00:00,42.0,47.2,0.6,1.29,1.08,0.103,32.2,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-15T02:00:00,42.6,47.7,0.82,1.56,1.25,0.109,32.6,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-15T03:00:00,42.5,45.2,0.94,1.24,1.05,0.131,32.1,99.7,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-15T04:00:00,42.5,45.5,0.84,1.44,1.23,0.104,31.4,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-15T05:00:00,40.9,47.7,0.98,1.26,1.12,0.123,31.9,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-15T06:00:00,41.0,47.9,0.89,1.38,1.2,0.084,31.7,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-15T07:00:00,40.6,43.3,0.63,1.31,1.25,0.124,32.0,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-15T08:00:00,39.6,46.0,1.08,1.77,1.11,0.121,32.7,100.0,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-15T09:00:00,40.0,46.2,0.83,1.15,0.92,0.104,32.5,99.8,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-15T10:00:00,41.3,49.8,0.93,2.18,1.17,0.107,31.3,99.3,7.0,8.0,900,0.65,0.7,0,90,0,0,none
SW-5520,2025-06-15T11:00:00,44.3,44.3,1.01,1.72,1.02,0.092,33.2,97.5,7.0,8.0,900,0.65,0.7,0,90,0,0,none
TR-3088,2025-04-16T12:00:00,61.4,59.4,2.04,2.58,2.45,0.252,34.6,99.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-16T13:00:00,58.8,59.7,2.09,2.82,2.8,0.269,33.4,99.2,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-16T14:00:00,64.1,62.9,2.12,2.72,2.57,0.318,35.0,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-16T15:00:00,63.4,60.6,1.84,3.23,2.42,0.25,34.9,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-16T16:00:00,63.7,60.4,2.03,2.92,2.51,0.239,34.9,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-16T17:00:00,65.2,62.2,1.7,3.05,2.64,0.297,35.4,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-16T18:00:00,65.0,62.6,2.04,2.94,2.7,0.324,35.0,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-16T19:00:00,64.7,62.4,1.65,2.98,2.41,0.247,35.5,99.9,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-16T20:00:00,63.6,63.1,1.81,2.37,2.51,0.263,35.3,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-16T21:00:00,61.2,58.9,1.98,3.23,2.07,0.279,34.7,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-16T22:00:00,61.1,63.3,1.93,2.62,2.49,0.274,35.2,98.9,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-16T23:00:00,62.8,59.3,2.16,3.1,2.16,0.265,34.3,98.2,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T00:00:00,58.1,57.1,2.09,2.22,2.3,0.26,33.7,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T01:00:00,58.4,61.9,2.12,3.25,2.59,0.264,34.0,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T02:00:00,58.4,59.7,1.72,2.69,2.31,0.248,34.1,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T03:00:00,56.1,58.0,1.68,2.94,2.43,0.248,32.3,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T04:00:00,56.8,56.4,2.12,3.13,2.29,0.252,32.9,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T05:00:00,53.7,57.1,1.91,2.86,2.36,0.268,32.2,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T06:00:00,56.6,52.9,1.83,3.17,2.55,0.273,32.8,99.8,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T07:00:00,55.9,61.2,1.77,2.73,2.67,0.291,33.8,99.3,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T08:00:00,56.8,59.3,1.92,3.09,2.75,0.258,33.8,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T09:00:00,58.4,58.8,1.79,2.96,2.19,0.279,33.3,99.3,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T10:00:00,57.1,58.7,1.93,3.18,2.32,0.278,33.2,99.9,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T11:00:00,59.5,57.8,2.02,2.98,2.63,0.289,34.0,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T12:00:00,59.1,60.5,2.06,2.89,2.06,0.261,33.9,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T13:00:00,60.3,60.4,1.83,2.62,2.63,0.244,34.0,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T14:00:00,59.9,59.5,2.34,2.8,2.71,0.288,34.0,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T15:00:00,63.6,61.6,1.85,2.77,2.63,0.262,34.1,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T16:00:00,63.8,60.6,1.84,3.13,2.44,0.276,35.5,99.8,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T17:00:00,66.0,64.8,1.94,3.4,2.48,0.294,34.9,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T18:00:00,63.0,61.1,2.0,2.74,2.88,0.278,34.8,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T19:00:00,65.3,63.9,2.02,2.78,2.44,0.285,35.4,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T20:00:00,63.6,63.3,1.74,3.15,2.51,0.294,34.9,99.7,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T21:00:00,63.3,60.5,2.08,2.76,2.89,0.295,35.5,99.8,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T22:00:00,61.7,61.1,2.13,2.65,2.42,0.286,35.2,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-17T23:00:00,58.8,58.3,2.0,2.85,2.36,0.266,34.5,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T00:00:00,61.3,61.7,1.9,3.33,2.3,0.282,34.1,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T01:00:00,60.9,56.4,2.17,3.48,2.12,0.302,33.6,99.8,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T02:00:00,58.3,58.0,2.38,2.64,2.48,0.296,33.6,98.7,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T03:00:00,55.6,57.9,1.82,3.05,2.74,0.279,32.7,99.4,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T04:00:00,56.5,60.3,1.8,3.1,2.53,0.265,32.9,99.5,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T05:00:00,54.8,58.1,2.18,3.35,2.46,0.3,32.4,99.3,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T06:00:00,56.9,59.9,1.86,2.59,2.5,0.272,33.7,98.6,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T07:00:00,58.5,57.0,1.87,3.36,2.7,0.268,32.4,98.8,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T08:00:00,55.8,57.6,1.94,3.09,2.32,0.294,32.1,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T09:00:00,55.0,61.6,2.14,2.96,2.62,0.276,32.9,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T10:00:00,58.0,59.0,2.06,3.15,2.63,0.284,33.7,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T11:00:00,57.3,60.6,1.96,3.34,2.42,0.268,33.6,99.4,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T12:00:00,60.6,60.4,1.94,2.76,2.33,0.299,34.0,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T13:00:00,59.6,65.7,1.93,2.42,2.47,0.265,34.5,99.1,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T14:00:00,62.4,62.8,2.13,2.95,2.18,0.262,33.6,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T15:00:00,61.0,63.6,1.83,3.09,2.45,0.288,34.8,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T16:00:00,63.5,61.6,1.67,3.11,2.63,0.308,34.3,97.9,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T17:00:00,65.6,58.5,2.14,2.85,2.73,0.291,35.0,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T18:00:00,65.1,60.1,2.03,2.88,2.47,0.277,35.5,97.8,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T19:00:00,64.5,62.9,2.12,3.21,2.59,0.29,34.7,98.6,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T20:00:00,62.8,59.9,2.29,3.56,2.71,0.291,35.5,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T21:00:00,62.5,59.4,2.11,3.49,2.37,0.284,34.1,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T22:00:00,62.5,60.2,2.24,3.13,2.66,0.344,35.2,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-18T23:00:00,59.7,59.1,2.05,2.78,2.49,0.259,34.7,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T00:00:00,61.0,56.2,2.12,3.13,2.68,0.278,33.4,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T01:00:00,57.8,61.0,2.06,3.29,2.26,0.3,33.3,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T02:00:00,58.0,61.1,1.89,3.03,2.5,0.274,33.4,99.2,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T03:00:00,56.8,61.4,2.2,3.22,2.86,0.303,33.6,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T04:00:00,57.5,55.6,1.93,2.87,2.57,0.297,32.0,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T05:00:00,55.2,58.6,2.21,2.75,2.69,0.292,34.0,98.8,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T06:00:00,55.0,59.1,1.96,2.83,2.24,0.247,32.1,99.5,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T07:00:00,54.6,57.1,2.15,2.69,2.71,0.254,33.3,98.5,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T08:00:00,55.6,58.5,2.01,3.31,2.37,0.304,31.8,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T09:00:00,58.7,61.4,1.97,3.1,2.67,0.302,33.2,99.6,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T10:00:00,55.3,62.2,2.1,2.93,2.19,0.276,33.4,99.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T11:00:00,58.5,61.6,2.18,3.14,2.39,0.297,34.8,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T12:00:00,60.3,57.8,1.95,2.87,2.6,0.267,33.6,99.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T13:00:00,62.6,60.7,1.99,3.11,2.7,0.287,34.5,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T14:00:00,63.9,61.9,1.83,2.6,2.72,0.263,34.5,99.5,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T15:00:00,62.2,61.6,1.85,2.35,2.42,0.302,34.9,99.4,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T16:00:00,63.0,58.8,2.02,2.91,2.9,0.283,34.7,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T17:00:00,64.8,63.0,2.12,3.19,2.47,0.278,35.3,98.2,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T18:00:00,63.9,61.3,1.86,3.04,2.52,0.291,35.6,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T19:00:00,64.6,62.7,2.05,2.71,2.64,0.263,34.7,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T20:00:00,64.0,62.3,1.86,2.8,2.63,0.285,35.4,98.6,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T21:00:00,61.2,60.2,1.7,2.48,2.48,0.287,36.1,99.1,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T22:00:00,63.9,58.9,2.04,3.01,2.65,0.29,34.5,99.4,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-19T23:00:00,62.7,62.7,1.83,2.62,2.47,0.256,34.1,99.8,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-20T00:00:00,60.2,58.9,1.93,2.77,2.43,0.259,33.3,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-20T01:00:00,59.5,59.7,2.03,3.25,2.6,0.264,32.4,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-20T02:00:00,60.5,60.5,2.0,2.72,2.27,0.315,33.6,99.6,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-20T03:00:00,57.3,57.3,2.22,3.13,2.38,0.258,33.3,99.4,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-20T04:00:00,57.1,59.8,2.26,2.49,2.23,0.273,33.0,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-20T05:00:00,55.7,55.9,1.69,2.87,3.0,0.299,32.2,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-20T06:00:00,55.9,55.6,2.09,2.71,2.4,0.257,32.9,99.4,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-20T07:00:00,56.6,56.4,1.89,3.18,2.64,0.316,32.8,100.0,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
TR-3088,2025-04-20T08:00:00,56.0,51.9,1.95,2.72,2.37,0.287,33.3,99.6,8.0,10.0,2200,0.6,0.65,0,100,0,0,none
